Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
22,Exit long,2024-05-20 20:00,S2_SL,2415.611,4,9760.052,-97.61,-1.00,28.99,0.30,-97.61,-1.00,1081.81,10.82
22,Entry long,2024-05-20 17:00,S2_LE,2440.013,4,9760.052,-97.61,-1.00,28.99,0.30,-97.61,-1.00,1081.81,10.82
23,Exit long,2024-05-22 22:00,S2_SL,2401.749,4.1,9946.6451,-99.47,-1.00,46.57,0.47,-99.47,-1.00,982.34,9.82
23,Entry long,2024-05-21 00:30,S2_LE,2426.011,4.1,9946.6451,-99.47,-1.00,46.57,0.47,-99.47,-1.00,982.34,9.82
24,Exit long,2024-06-07 13:00,S2_LX_TP1,2383.434,4.2,9814.1442,196.28,2.00,214.24,2.18,-93.66,-0.95,1178.62,11.79
24,Entry long,2024-05-27 08:30,S2_LE,2336.701,4.2,9814.1442,196.28,2.00,214.24,2.18,-93.66,-0.95,1178.62,11.79
25,Exit long,2024-06-07 21:30,S2_SL,2311.293,4.2,9805.4922,-98.06,-1.00,19.82,0.20,-98.06,-1.00,1080.56,10.81
25,Entry long,2024-06-07 19:30,S2_LE,2334.641,4.2,9805.4922,-98.06,-1.00,19.82,0.20,-98.06,-1.00,1080.56,10.81
26,Exit long,2024-06-20 23:00,S2_LX_TP1,2351.662,4.3,9913.8736,198.27,2.00,257.91,2.60,-43.68,-0.44,1278.83,12.79
26,Entry long,2024-06-10 22:00,S2_LE,2305.552,4.3,9913.8736,198.27,2.00,257.91,2.60,-43.68,-0.44,1278.83,12.79
27,Exit long,2024-06-21 21:30,S2_SL,2335.944,4.2,9910.0722,-99.11,-1.00,38.64,0.39,-99.11,-1.00,1179.72,11.80
27,Entry long,2024-06-21 10:00,S2_LE,2359.541,4.2,9910.0722,-99.11,-1.00,38.64,0.39,-99.11,-1.00,1179.72,11.80
28,Exit long,2024-06-26 21:00,S2_SL,2297.93,4.3,9980.9149,-99.82,-1.00,68.7,0.69,-99.82,-1.00,1079.91,10.80
28,Entry long,2024-06-24 06:30,S2_LE,2321.143,4.3,9980.9149,-99.82,-1.00,68.7,0.69,-99.82,-1.00,1079.91,10.80
29,Exit long,2024-07-03 16:30,S2_LX_TP1,2344.347,4.3,9883.0383,197.65,2.00,211.43,2.14,-9.38,-0.09,1277.56,12.78
29,Entry long,2024-06-27 08:00,S2_LE,2298.381,4.3,9883.0383,197.65,2.00,211.43,2.14,-9.38,-0.09,1277.56,12.78
30,Exit long,2024-07-11 21:00,S2_LX_TP1,2405.19,4.2,9903.7302,198.07,2.00,217.35,2.19,-43.01,-0.43,1475.63,14.76
30,Entry long,2024-07-04 08:30,S2_LE,2358.031,4.2,9903.7302,198.07,2.00,217.35,2.19,-43.01,-0.43,1475.63,14.76
31,Exit long,2024-07-17 22:30,S2_LX_TP1,2461.699,4.1,9856.9371,236.03,2.39,326.48,3.31,-53.43,-0.54,1711.66,17.12
31,Entry long,2024-07-12 15:00,S2_LE,2404.131,4.1,9856.9371,236.03,2.39,326.48,3.31,-53.43,-0.54,1711.66,17.12
32,Exit long,2024-07-19 03:00,S2_SL,2440.429,4,9860.324,-98.61,-1.00,19.16,0.19,-98.61,-1.00,1613.05,16.13
32,Entry long,2024-07-18 22:00,S2_LE,2465.081,4,9860.324,-98.61,-1.00,19.16,0.19,-98.61,-1.00,1613.05,16.13
33,Exit long,2024-07-19 20:30,S2_SL,2401.838,4.1,9947.0141,-99.48,-1.00,0.08,0.00,-99.48,-1.00,1513.57,15.14
33,Entry long,2024-07-19 13:30,S2_LE,2426.101,4.1,9947.0141,-99.48,-1.00,0.08,0.00,-99.48,-1.00,1513.57,15.14
34,Exit long,2024-07-22 22:00,S2_SL,2387.097,4.1,9885.9651,-98.87,-1.00,4.14,0.04,-98.87,-1.00,1414.7,14.15
34,Entry long,2024-07-22 07:00,S2_LE,2411.211,4.1,9885.9651,-98.87,-1.00,4.14,0.04,-98.87,-1.00,1414.7,14.15
35,Exit long,2024-07-25 09:30,S2_SL,2370.822,4.1,9818.5611,-98.19,-1.00,152.68,1.56,-98.19,-1.00,1316.51,13.17
35,Entry long,2024-07-23 02:30,S2_LE,2394.771,4.1,9818.5611,-98.19,-1.00,152.68,1.56,-98.19,-1.00,1316.51,13.17
36,Exit long,2024-08-01 16:30,S2_LX_TP1,2435.899,4.2,9933.273,297.5,3.00,391.84,3.94,-1.11,-0.01,1614.02,16.14
36,Entry long,2024-07-26 09:30,S2_LE,2365.065,4.2,9933.273,297.5,3.00,391.84,3.94,-1.11,-0.01,1614.02,16.14
37,Exit long,2024-08-05 18:30,S2_SL,2413.632,4.1,9995.8574,-99.97,-1.00,85.41,0.85,-99.97,-1.00,1514.05,15.14
37,Entry long,2024-08-05 10:30,S2_LE,2438.014,4.1,9995.8574,-99.97,-1.00,85.41,0.85,-99.97,-1.00,1514.05,15.14
38,Exit long,2024-08-12 21:00,S2_LX_TP1,2444.047,4.1,9824.1166,196.48,2.00,206.82,2.11,-0.004,0.00,1710.53,17.11
38,Entry long,2024-08-08 18:00,S2_LE,2396.126,4.1,9824.1166,196.48,2.00,206.82,2.11,-0.004,0.00,1710.53,17.11
39,Exit long,2024-08-14 23:30,S2_SL,2442.892,4,9870.276,-98.71,-1.00,49.48,0.50,-98.71,-1.00,1611.82,16.12
39,Entry long,2024-08-14 02:00,S2_LE,2467.569,4,9870.276,-98.71,-1.00,49.48,0.50,-98.71,-1.00,1611.82,16.12
40,Exit long,2024-08-17 03:30,S2_LX_TP1,2504.497,4,9821.564,196.42,2.00,203.72,2.07,-20.76,-0.21,1808.24,18.08
40,Entry long,2024-08-16 02:00,S2_LE,2455.391,4,9821.564,196.42,2.00,203.72,2.07,-20.76,-0.21,1808.24,18.08
41,Exit long,2024-08-22 22:00,S2_SL,2478.068,3.9,9762.0939,-97.63,-1.00,111.42,1.14,-97.63,-1.00,1710.61,17.11
41,Entry long,2024-08-19 16:00,S2_LE,2503.101,3.9,9762.0939,-97.63,-1.00,111.42,1.14,-97.63,-1.00,1710.61,17.11
42,Exit long,2024-09-16 18:30,S2_LX_TP1,2578.034,4,9959.364,352.77,3.54,399.36,4.01,-73.36,-0.74,2063.38,20.63
42,Entry long,2024-08-23 11:00,S2_LE,2489.841,4,9959.364,352.77,3.54,399.36,4.01,-73.36,-0.74,2063.38,20.63
43,Exit long,2024-09-19 03:00,S2_SL,2554.011,3.8,9803.2818,-98.04,-1.00,77.25,0.79,-98.04,-1.00,1965.34,19.65
43,Entry long,2024-09-16 19:00,S2_LE,2579.811,3.8,9803.2818,-98.04,-1.00,77.25,0.79,-98.04,-1.00,1965.34,19.65
44,Exit long,2024-09-20 17:00,S2_LX_TP1,2609.592,3.9,9977.8575,199.55,2.00,211.71,2.12,-28.94,-0.29,2164.9,21.65
44,Entry long,2024-09-19 06:00,S2_LE,2558.425,3.9,9977.8575,199.55,2.00,211.71,2.12,-28.94,-0.29,2164.9,21.65
45,Exit long,2024-09-25 04:30,S2_LX_TP1,2658.308,3.8,9903.5068,198.06,2.00,220.99,2.23,-14.22,-0.14,2362.96,23.63
45,Entry long,2024-09-20 18:00,S2_LE,2606.186,3.8,9903.5068,198.06,2.00,220.99,2.23,-14.22,-0.14,2362.96,23.63
46,Exit long,2024-09-30 19:00,S2_SL,2634.884,3.7,9847.5537,-98.48,-1.00,89.09,0.90,-98.48,-1.00,2264.48,22.64
46,Entry long,2024-09-26 10:30,S2_LE,2661.501,3.7,9847.5537,-98.48,-1.00,89.09,0.90,-98.48,-1.00,2264.48,22.64
47,Exit long,2024-10-08 23:00,S2_SL,2612.629,3.7,9764.3777,-97.65,-1.00,126.24,1.29,-97.65,-1.00,2166.83,21.67
47,Entry long,2024-09-30 21:00,S2_LE,2639.021,3.7,9764.3777,-97.65,-1.00,126.24,1.29,-97.65,-1.00,2166.83,21.67
48,Exit long,2024-10-16 23:00,S2_LX_TP1,2669.503,3.8,9945.2118,198.9,2.00,259.35,2.61,-58.33,-0.59,2365.73,23.66
48,Entry long,2024-10-09 12:00,S2_LE,2617.161,3.8,9945.2118,198.9,2.00,259.35,2.61,-58.33,-0.59,2365.73,23.66
49,Exit long,2024-10-21 10:30,S2_LX_TP1,2727.885,3.7,9895.2763,197.9,2.00,210.98,2.13,-5.52,-0.06,2563.62,25.64
49,Entry long,2024-10-17 03:30,S2_LE,2674.399,3.7,9895.2763,197.9,2.00,210.98,2.13,-5.52,-0.06,2563.62,25.64
50,Exit long,2024-10-30 15:00,S2_LX_TP1,2785.344,3.6,9830.6316,196.61,2.00,212.65,2.16,-79.57,-0.81,2760.23,27.60
50,Entry long,2024-10-21 11:00,S2_LE,2730.731,3.6,9830.6316,196.61,2.00,212.65,2.16,-79.57,-0.81,2760.23,27.60
51,Exit long,2024-10-31 22:00,S2_SL,2749.731,3.6,9999.0288,-100,-1.00,45.22,0.45,-100,-1.00,2660.23,26.60
51,Entry long,2024-10-30 22:00,S2_LE,2777.508,3.6,9999.0288,-100,-1.00,45.22,0.45,-100,-1.00,2660.23,26.60
52,Exit long,2024-11-06 14:30,S2_SL,2713.172,3.6,9866.0844,-98.67,-1.00,77.94,0.79,-98.67,-1.00,2561.57,25.62
52,Entry long,2024-11-01 00:00,S2_LE,2740.579,3.6,9866.0844,-98.67,-1.00,77.94,0.79,-98.67,-1.00,2561.57,25.62
53,Exit long,2024-11-11 21:30,S2_SL,2636.35,3.7,9853.0297,-98.53,-1.00,176.23,1.79,-98.53,-1.00,2463.03,24.63
53,Entry long,2024-11-07 08:30,S2_LE,2662.981,3.7,9853.0297,-98.53,-1.00,176.23,1.79,-98.53,-1.00,2463.03,24.63
54,Exit long,2024-11-14 00:30,S2_SL,2585.34,3.8,9923.5328,-99.24,-1.00,28.06,0.28,-99.24,-1.00,2363.79,23.64
54,Entry long,2024-11-12 22:00,S2_LE,2611.456,3.8,9923.5328,-99.24,-1.00,28.06,0.28,-99.24,-1.00,2363.79,23.64
55,Exit long,2024-11-14 17:30,S2_SL,2546.685,3.8,9775.1618,-97.76,-1.00,1.9,0.02,-97.76,-1.00,2266.03,22.66
55,Entry long,2024-11-14 09:00,S2_LE,2572.411,3.8,9775.1618,-97.76,-1.00,1.9,0.02,-97.76,-1.00,2266.03,22.66
