time,open,high,low,close,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
2025-10-24T02:00:00+08:00,98.983,99,98.933,98.936,44.40820623730444,54.28304755228375,,,,
2025-10-24T03:00:00+08:00,98.934,98.95,98.918,98.94,44.84480477415062,53.505035983342836,,,,
2025-10-24T04:00:00+08:00,98.942,98.967,98.927,98.936,44.46869840357229,52.36755538529649,,,,
2025-10-24T05:00:00+08:00,98.935,98.952,98.935,98.947,45.81455435314818,51.7290131227794,,,,
2025-10-24T06:00:00+08:00,98.949,98.949,98.912,98.914,42.48772772373461,50.66317194487873,,,,
2025-10-24T07:00:00+08:00,98.94,98.94,98.923,98.937,45.460336374088136,49.69047402747207,,,,
2025-10-24T08:00:00+08:00,98.935,98.938,98.893,98.93,44.70303437824037,48.3352748900326,,,,
2025-10-24T09:00:00+08:00,98.936,99.015,98.926,99.012,54.30583108873566,47.71139224861694,,,,
2025-10-24T10:00:00+08:00,99.015,99.043,98.986,99.04,57.04867956637608,48.060465663784264,,,,
2025-10-24T11:00:00+08:00,99.041,99.042,98.989,99.011,53.46881773247846,48.27135654082496,,,,
2025-10-24T12:00:00+08:00,99.012,99.05,99.012,99.038,56.223145801758726,48.92112682516942,,,,
2025-10-24T13:00:00+08:00,99.041,99.091,99.038,99.06,58.38470984684593,49.551700527396626,,,,
2025-10-24T14:00:00+08:00,99.061,99.1,99.002,99.002,51.206173882201156,49.39491913716658,,,,
2025-10-24T15:00:00+08:00,99.003,99.059,98.901,98.975,48.233121395493235,49.36127439700914,,,,
2025-10-24T16:00:00+08:00,98.977,99.075,98.95,99.029,53.98717409714591,50.045486386997815,,,,
2025-10-24T17:00:00+08:00,99.035,99.07,99.014,99.026,53.63052095859533,50.67303754302958,,,,
2025-10-24T18:00:00+08:00,99.028,99.037,99.001,99.03,54.06624430558628,51.358576536030576,,,,
2025-10-24T19:00:00+08:00,99.033,99.073,99.008,99.031,54.1821588489265,51.95626257144331,,,,
2025-10-24T20:00:00+08:00,99.032,99.067,98.728,98.855,36.65158632581295,51.53939532873462,,,,
2025-10-24T21:00:00+08:00,98.858,98.981,98.784,98.923,44.16789679712803,51.44707821609462,,,,
2025-10-24T22:00:00+08:00,98.928,99.021,98.882,98.965,48.251920592511496,51.700570088542555,,,,
2025-10-24T23:00:00+08:00,98.967,98.997,98.9,98.968,48.54146709519584,51.288829803289715,,,,
2025-10-25T00:00:00+08:00,98.965,99.009,98.952,98.968,48.54146709519584,50.68117176963398,,,,
2025-10-25T01:00:00+08:00,98.968,98.968,98.913,98.947,46.432296730061424,50.17856312660418,,,,
2025-10-25T02:00:00+08:00,98.947,98.967,98.939,98.952,47.02253226320104,49.52137644527864,,,,
2025-10-25T03:00:00+08:00,98.951,98.956,98.898,98.909,42.668307204957685,48.39877625657234,,,,
2025-10-25T04:00:00+08:00,98.911,98.972,98.87,98.938,46.28112449301766,48.046987014487804,,,,
2025-10-27T10:00:00+08:00,98.844,98.916,98.84,98.905,42.96332778723376,47.67057318532642,,,,
2025-10-27T11:00:00+08:00,98.909,98.937,98.892,98.933,46.469823553608485,47.133619575073745,,,,
2025-10-27T12:00:00+08:00,98.935,98.99,98.932,98.968,50.56130716466134,46.914390018364166,,,,
2025-10-27T13:00:00+08:00,98.965,98.999,98.944,98.947,48.18172649270643,46.49406731744417,,,,
2025-10-27T14:00:00+08:00,98.95,98.95,98.869,98.927,45.9630871278689,45.90699076594006,,,,
2025-10-27T15:00:00+08:00,98.926,98.974,98.912,98.971,51.278448877042834,46.95176666245648,,,,
2025-10-27T16:00:00+08:00,98.976,98.994,98.867,98.906,44.3397104884065,46.96403906897637,,,,
2025-10-27T17:00:00+08:00,98.911,98.92,98.805,98.821,37.24267806699709,46.1776646028682,,,,
2025-10-27T18:00:00+08:00,98.825,98.845,98.783,98.815,36.794975624525335,45.3386294978203,,,,
2025-10-27T19:00:00+08:00,98.814,98.847,98.757,98.768,33.40716253438299,44.25760774347653,,,,
2025-10-27T20:00:00+08:00,98.766,98.84,98.729,98.819,39.87612843836753,43.789310008355535,,,,
2025-10-27T21:00:00+08:00,98.821,98.925,98.8,98.892,47.706657588564624,43.83817610302437,,,,
2025-10-27T22:00:00+08:00,98.893,98.924,98.851,98.865,45.353862840907844,44.03000150559223,,,,
2025-10-27T23:00:00+08:00,98.867,98.933,98.863,98.904,49.24743788332399,44.24188103347126,,,,
2025-10-28T00:00:00+08:00,98.906,98.922,98.856,98.869,46.07466224263639,44.46411920885716,,,,
2025-10-28T01:00:00+08:00,98.868,98.896,98.843,98.879,47.12285311645172,44.510764177631685,,,,
2025-10-28T02:00:00+08:00,98.878,98.905,98.769,98.781,39.101438053334306,43.69220209825119,,,,
2025-10-28T03:00:00+08:00,98.785,98.835,98.785,98.811,42.33733007713154,43.27474521142441,,,,
2025-10-28T04:00:00+08:00,98.809,98.831,98.79,98.819,43.204008698460584,43.07766818075238,,,,
2025-10-28T05:00:00+08:00,98.824,98.824,98.809,98.811,42.515833966898484,42.45176711574207,,,,
2025-10-28T06:00:00+08:00,98.816,98.816,98.791,98.801,41.623337965597024,42.25774050696997,,,,
2025-10-28T07:00:00+08:00,98.746,98.772,98.733,98.766,38.571412991673114,42.35265014444683,,,,
2025-10-28T08:00:00+08:00,98.764,98.797,98.678,98.707,34.040354462427146,42.15589149001124,,,,
2025-10-28T09:00:00+08:00,98.709,98.713,98.638,98.687,32.64059053223674,42.101136347000796,,,,
2025-10-28T10:00:00+08:00,98.688,98.717,98.642,98.716,36.70487125763896,41.87461797694875,,,,
2025-10-28T11:00:00+08:00,98.718,98.719,98.634,98.658,32.483419364426325,40.78724381808173,,,,
2025-10-28T12:00:00+08:00,98.661,98.667,98.568,98.577,27.69322267905902,39.52576952080681,,,,
2025-10-28T13:00:00+08:00,98.577,98.614,98.565,98.603,31.200344742232176,38.23669143930025,,,,
2025-10-28T14:00:00+08:00,98.603,98.679,98.574,98.674,39.78886550994389,37.787705958393644,,,,
2025-10-28T15:00:00+08:00,98.676,98.737,98.651,98.702,42.8203673420559,37.480385545936805,,,,
2025-10-28T16:00:00+08:00,98.707,98.758,98.652,98.733,46.05848419571075,37.9773174132494,,,,
2025-10-28T17:00:00+08:00,98.736,98.772,98.671,98.684,42.00889062390161,37.953857452304405,,,,
2025-10-28T18:00:00+08:00,98.685,98.704,98.627,98.636,38.44314357306897,37.61379565763358,,,,
2025-10-28T19:00:00+08:00,98.637,98.725,98.632,98.698,44.94371263333087,37.787215562378755,,,,
2025-10-28T20:00:00+08:00,98.694,98.864,98.688,98.83,55.67577164341977,38.790960825080376,,,,
2025-10-28T21:00:00+08:00,98.833,98.947,98.828,98.853,57.239834128260085,40.12441947769373,,,,
2025-10-28T22:00:00+08:00,98.857,98.873,98.669,98.68,44.515680983640934,40.87265708635186,,,,
2025-10-28T23:00:00+08:00,98.682,98.712,98.627,98.682,44.66881408400402,41.73181591147809,,,,
2025-10-29T00:00:00+08:00,98.685,98.732,98.627,98.631,41.521792154172104,42.07588168980188,,,,
2025-10-29T01:00:00+08:00,98.626,98.696,98.622,98.671,44.80622184200912,42.95608186677208,,,,
2025-10-29T02:00:00+08:00,98.67,98.72,98.661,98.665,44.403358568481806,44.14966300173086,,,,
2025-10-29T03:00:00+08:00,98.666,98.723,98.638,98.72,48.935798146085915,45.416481102006124,,,,
2025-10-29T04:00:00+08:00,98.72,98.738,98.691,98.733,49.97391286270443,46.14398448434616,,,,
2025-10-29T05:00:00+08:00,98.735,98.738,98.717,98.728,49.556619184320844,46.625145330222225,,,,
2025-10-29T06:00:00+08:00,98.725,98.737,98.721,98.73,49.73741482190699,46.887926089236245,,,,
2025-10-29T07:00:00+08:00,98.737,98.76,98.663,98.663,44.04252343601813,47.033185575816,,,,
2025-10-29T08:00:00+08:00,98.668,98.701,98.624,98.675,45.25162994179318,47.51950603072487,,,,
2025-10-29T09:00:00+08:00,98.674,98.743,98.658,98.739,51.2960425041775,47.97324387864249,,,,
2025-10-29T10:00:00+08:00,98.743,98.799,98.737,98.754,52.61644552739895,47.754720584641,,,,
2025-10-29T11:00:00+08:00,98.752,98.824,98.748,98.823,58.22671136170846,47.825211815601605,,,,
2025-10-29T12:00:00+08:00,98.823,98.863,98.811,98.847,60.000716409619734,48.931285774600084,,,,
2025-10-29T13:00:00+08:00,98.847,98.931,98.837,98.898,63.543724170821406,50.27949363794418,,,,
2025-10-29T14:00:00+08:00,98.903,98.941,98.87,98.887,62.26270662226336,51.76098752852213,,,,
2025-10-29T15:00:00+08:00,98.888,98.897,98.821,98.858,58.891943031885994,52.767110470656185,,,,
2025-10-29T16:00:00+08:00,98.858,98.967,98.855,98.967,66.28098818058103,54.32979830009185,,,,
2025-10-29T17:00:00+08:00,98.968,99.009,98.81,98.848,54.717414207131455,54.742770875880815,,,,
2025-10-29T18:00:00+08:00,98.848,98.88,98.802,98.812,51.77461770052577,54.87139265001092,,,,
2025-10-29T19:00:00+08:00,98.812,98.908,98.805,98.862,55.365166029789755,55.286288853258704,,,,
2025-10-29T20:00:00+08:00,98.86,98.945,98.823,98.899,57.865181131095234,55.86684358962929,,,,
2025-10-29T21:00:00+08:00,98.9,98.901,98.785,98.853,53.82852306363185,56.56584356303027,,,,
2025-10-29T22:00:00+08:00,98.853,98.89,98.748,98.752,46.20671563333638,56.63406396956907,,,,
2025-10-29T23:00:00+08:00,98.751,98.78,98.647,98.655,40.30427455462509,55.84893768745818,,,,
2025-10-30T00:00:00+08:00,98.655,98.737,98.638,98.726,45.76531028508445,55.35957088443572,,,,
2025-10-30T01:00:00+08:00,98.725,98.811,98.704,98.784,49.80498761995354,54.75801918859607,,,,
2025-10-30T02:00:00+08:00,98.782,99.319,98.766,99.22,68.6867042816847,55.37844689374357,,,,
2025-10-30T03:00:00+08:00,99.22,99.356,99.169,99.173,65.81270469082594,55.540516930886746,,,,
2025-10-30T04:00:00+08:00,99.173,99.237,99.101,99.152,64.51381324628471,55.70131026117399,,,,
2025-10-30T05:00:00+08:00,99.149,99.152,99.121,99.134,63.35952852386137,56.0204235106008,,,,
2025-10-30T06:00:00+08:00,99.138,99.141,99.128,99.138,63.51574895781267,55.8229064232602,,,,
2025-10-30T07:00:00+08:00,99.136,99.152,99.123,99.138,63.51574895781267,56.45135890545172,,,,
2025-10-30T08:00:00+08:00,99.138,99.198,99.038,99.069,58.5238250578454,56.93344514526027,,,,
2025-10-30T09:00:00+08:00,99.069,99.09,99.035,99.05,57.19090922354734,57.06385537338581,,,,
2025-10-30T10:00:00+08:00,99.05,99.06,98.997,99.011,54.449585700121226,56.819884271173386,,,,
2025-10-30T11:00:00+08:00,99.009,99.147,98.978,99.08,58.261469180151856,57.136523279496245,,,,
