Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
90,Exit long,2020-06-05 20:30,S2_SL,1681.752,5.8,9852.6978,-98.54,-1.00,134.96,1.37,-98.54,-1.00,2547.64,25.48
90,Entry long,2020-06-04 01:00,S2_LE,1698.741,5.8,9852.6978,-98.54,-1.00,134.96,1.37,-98.54,-1.00,2547.64,25.48
91,Exit long,2020-06-09 21:00,S2_LX_TP1,1715.28,5.9,9921.7291,198.42,2.00,214.18,2.16,-34.51,-0.35,2746.07,27.46
91,Entry long,2020-06-06 03:30,S2_LE,1681.649,5.9,9921.7291,198.42,2.00,214.18,2.16,-34.51,-0.35,2746.07,27.46
92,Exit long,2020-06-22 10:00,S2_LX_TP1,1754.773,5.8,9978.1286,199.55,2.00,223.2,2.24,-96.09,-0.96,2945.62,29.46
92,Entry long,2020-06-09 22:30,S2_LE,1720.367,5.8,9978.1286,199.55,2.00,223.2,2.24,-96.09,-0.96,2945.62,29.46
93,Exit long,2020-07-01 12:30,S2_LX_TP1,1783.989,5.7,9970.0125,198.72,1.99,210.3,2.11,-40.04,-0.40,3144.34,31.44
93,Entry long,2020-06-22 17:00,S2_LE,1749.125,5.7,9970.0125,198.72,1.99,210.3,2.11,-40.04,-0.40,3144.34,31.44
94,Exit long,2020-07-08 18:00,S2_LX_TP1,1801.493,5.6,9890.5576,197.8,2.00,211.34,2.14,-61.44,-0.62,3342.15,33.42
94,Entry long,2020-07-02 14:00,S2_LE,1766.171,5.6,9890.5576,197.8,2.00,211.34,2.14,-61.44,-0.62,3342.15,33.42
95,Exit long,2020-07-11 00:30,S2_SL,1793.672,5.5,9964.8505,-99.65,-1.00,22.71,0.23,-99.65,-1.00,3242.49,32.42
95,Entry long,2020-07-09 13:30,S2_LE,1811.791,5.5,9964.8505,-99.65,-1.00,22.71,0.23,-99.65,-1.00,3242.49,32.42
96,Exit long,2020-07-22 08:30,S2_LX_TP1,1843.813,5.5,9942.1355,198.84,2.00,221.31,2.23,-97.85,-0.98,3441.33,34.41
96,Entry long,2020-07-13 23:00,S2_LE,1807.661,5.5,9942.1355,198.84,2.00,221.31,2.23,-97.85,-0.98,3441.33,34.41
97,Exit long,2020-07-24 23:30,S2_LX_TP1,1897.154,5.3,9857.7668,197.15,2.00,248.7,2.52,-68.3,-0.69,3638.48,36.38
97,Entry long,2020-07-22 19:30,S2_LE,1859.956,5.3,9857.7668,197.15,2.00,248.7,2.52,-68.3,-0.69,3638.48,36.38
98,Exit long,2020-07-28 15:30,S2_SL,1921.961,5.1,9901.0176,-99.02,-1.00,203.1,2.05,-99.02,-1.00,3539.46,35.39
98,Entry long,2020-07-27 18:00,S2_LE,1941.376,5.1,9901.0176,-99.02,-1.00,203.1,2.05,-99.02,-1.00,3539.46,35.39
99,Exit long,2020-08-05 00:00,S2_LX_TP1,1992.294,5.1,9961.4781,199.22,2.00,221.39,2.22,-74.11,-0.74,3738.68,37.39
99,Entry long,2020-07-28 23:30,S2_LE,1953.231,5.1,9961.4781,199.22,2.00,221.39,2.22,-74.11,-0.74,3738.68,37.39
100,Exit long,2020-08-06 20:30,S2_LX_TP1,2060.92,4.9,9900.5039,198,2.00,217.31,2.19,-55.91,-0.56,3936.69,39.37
100,Entry long,2020-08-05 09:00,S2_LE,2020.511,4.9,9900.5039,198,2.00,217.31,2.19,-55.91,-0.56,3936.69,39.37
101,Exit long,2020-08-11 13:30,S2_SL,2009.016,4.9,9943.6239,-99.45,-1.00,100.89,1.01,-99.45,-1.00,3837.24,38.37
101,Entry long,2020-08-10 12:00,S2_LE,2029.311,4.9,9943.6239,-99.45,-1.00,100.89,1.01,-99.45,-1.00,3837.24,38.37
102,Exit long,2020-08-12 12:00,S2_SL,1868.777,5.2,9815.806,-98.17,-1.00,58.89,0.60,-98.17,-1.00,3739.08,37.39
102,Entry long,2020-08-12 10:30,S2_LE,1887.655,5.2,9815.806,-98.17,-1.00,58.89,0.60,-98.17,-1.00,3739.08,37.39
103,Exit long,2020-08-13 03:30,S2_SL,1912.66,5.1,9853.1031,-98.54,-1.00,87.68,0.89,-98.54,-1.00,3640.54,36.41
103,Entry long,2020-08-12 18:00,S2_LE,1931.981,5.1,9853.1031,-98.54,-1.00,87.68,0.89,-98.54,-1.00,3640.54,36.41
104,Exit long,2020-08-18 00:30,S2_LX_TP1,1987.602,5.1,9938.0181,198.75,2.00,206.19,2.07,-98.74,-0.99,3839.29,38.39
104,Entry long,2020-08-14 17:00,S2_LE,1948.631,5.1,9938.0181,198.75,2.00,206.19,2.07,-98.74,-0.99,3839.29,38.39
105,Exit long,2020-08-18 22:00,S2_SL,1982.187,4.9,9810.8339,-98.12,-1.00,65.87,0.67,-98.12,-1.00,3741.17,37.41
105,Entry long,2020-08-18 15:30,S2_LE,2002.211,4.9,9810.8339,-98.12,-1.00,65.87,0.67,-98.12,-1.00,3741.17,37.41
106,Exit long,2020-08-21 16:30,S2_SL,1928.152,5.1,9932.913,-99.34,-1.00,42.43,0.43,-99.34,-1.00,3641.84,36.42
106,Entry long,2020-08-20 23:30,S2_LE,1947.63,5.1,9932.913,-99.34,-1.00,42.43,0.43,-99.34,-1.00,3641.84,36.42
107,Exit long,2020-08-21 19:30,S2_SL,1915.125,5.1,9865.8021,-98.66,-1.00,1.5,0.02,-98.66,-1.00,3543.17,35.43
107,Entry long,2020-08-21 19:00,S2_LE,1934.471,5.1,9865.8021,-98.66,-1.00,1.5,0.02,-98.66,-1.00,3543.17,35.43
108,Exit long,2020-08-25 23:00,S2_SL,1914.461,5.1,9862.3851,-98.63,-1.00,144.73,1.47,-98.63,-1.00,3444.54,34.45
108,Entry long,2020-08-21 22:30,S2_LE,1933.801,5.1,9862.3851,-98.63,-1.00,144.73,1.47,-98.63,-1.00,3444.54,34.45
109,Exit long,2020-08-26 20:00,S2_SL,1911.243,5.1,9845.805,-98.47,-1.00,5.41,0.05,-98.47,-1.00,3346.07,33.46
109,Entry long,2020-08-26 06:30,S2_LE,1930.55,5.1,9845.805,-98.47,-1.00,5.41,0.05,-98.47,-1.00,3346.07,33.46
110,Exit long,2020-08-27 03:30,S2_LX_TP1,1949.81,5.2,9940.216,198.8,2.00,222.14,2.23,-10.82,-0.11,3544.87,35.45
110,Entry long,2020-08-26 21:00,S2_LE,1911.58,5.2,9940.216,198.8,2.00,222.14,2.23,-10.82,-0.11,3544.87,35.45
111,Exit long,2020-08-27 22:00,S2_SL,1922.54,5.1,9904.0011,-99.05,-1.00,176.91,1.79,-99.05,-1.00,3445.82,34.46
111,Entry long,2020-08-27 12:30,S2_LE,1941.961,5.1,9904.0011,-99.05,-1.00,176.91,1.79,-99.05,-1.00,3445.82,34.46
112,Exit long,2020-08-31 15:30,S2_SL,1954.194,5,9869.675,-98.7,-1.00,13.43,0.14,-98.7,-1.00,3347.12,33.47
112,Entry long,2020-08-31 07:30,S2_LE,1973.935,5,9869.675,-98.7,-1.00,13.43,0.14,-98.7,-1.00,3347.12,33.47
113,Exit long,2020-09-02 22:30,S2_SL,1938.796,5.1,9987.7431,-99.88,-1.00,174.67,1.75,-99.88,-1.00,3247.23,32.47
113,Entry long,2020-08-31 16:00,S2_LE,1958.381,5.1,9987.7431,-99.88,-1.00,174.67,1.75,-99.88,-1.00,3247.23,32.47
114,Exit long,2020-09-08 18:00,S2_SL,1911.956,5.1,9849.477,-98.5,-1.00,97.56,0.99,-98.5,-1.00,3148.73,31.49
114,Entry long,2020-09-04 06:00,S2_LE,1931.27,5.1,9849.477,-98.5,-1.00,97.56,0.99,-98.5,-1.00,3148.73,31.49
115,Exit long,2020-09-10 22:30,S2_LX_TP1,1954.065,5.2,9961.9052,199.23,2.00,264.05,2.65,-49.15,-0.49,3347.96,33.48
115,Entry long,2020-09-08 20:00,S2_LE,1915.751,5.2,9961.9052,199.23,2.00,264.05,2.65,-49.15,-0.49,3347.96,33.48
116,Exit long,2020-09-21 20:00,S2_SL,1926.262,5.1,9923.1771,-99.24,-1.00,142.15,1.43,-99.24,-1.00,3248.72,32.49
116,Entry long,2020-09-11 10:00,S2_LE,1945.721,5.1,9923.1771,-99.24,-1.00,142.15,1.43,-99.24,-1.00,3248.72,32.49
117,Exit long,2020-09-21 22:00,S2_SL,1902.72,5.2,9994.0932,-99.95,-1.00,10.24,0.10,-99.95,-1.00,3148.77,31.49
117,Entry long,2020-09-21 21:00,S2_LE,1921.941,5.2,9994.0932,-99.95,-1.00,10.24,0.10,-99.95,-1.00,3148.77,31.49
118,Exit long,2020-09-23 14:00,S2_SL,1877.817,5.2,9863.2872,-98.64,-1.00,120.82,1.22,-98.64,-1.00,3050.13,30.50
118,Entry long,2020-09-21 23:00,S2_LE,1896.786,5.2,9863.2872,-98.64,-1.00,120.82,1.22,-98.64,-1.00,3050.13,30.50
119,Exit long,2020-09-30 07:30,S2_LX_TP1,1898.667,5.3,9865.632,197.3,2.00,201.14,2.04,-71.76,-0.73,3247.44,32.47
119,Entry long,2020-09-24 09:00,S2_LE,1861.44,5.3,9865.632,197.3,2.00,201.14,2.04,-71.76,-0.73,3247.44,32.47
120,Exit long,2020-10-09 22:30,S2_LX_TP1,1926.127,5.2,9819.4772,196.38,2.00,212.69,2.17,-81.19,-0.83,3443.82,34.44
120,Entry long,2020-10-01 03:30,S2_LE,1888.361,5.2,9819.4772,196.38,2.00,212.69,2.17,-81.19,-0.83,3443.82,34.44
121,Exit long,2020-10-13 21:00,S2_SL,1906.987,5.1,9823.8801,-98.25,-1.00,29.98,0.31,-98.25,-1.00,3345.57,33.46
121,Entry long,2020-10-12 10:30,S2_LE,1926.251,5.1,9823.8801,-98.25,-1.00,29.98,0.31,-98.25,-1.00,3345.57,33.46
122,Exit long,2020-10-28 21:30,S2_SL,1873.079,5.2,9838.4052,-98.39,-1.00,204.98,2.08,-98.39,-1.00,3247.18,32.47
122,Entry long,2020-10-14 08:30,S2_LE,1892.001,5.2,9838.4052,-98.39,-1.00,204.98,2.08,-98.39,-1.00,3247.18,32.47
123,Exit long,2020-11-03 21:30,S2_LX_TP1,1904.462,5.3,9895.7413,197.91,2.00,208.18,2.10,-15.8,-0.16,3445.09,34.45
123,Entry long,2020-10-30 09:00,S2_LE,1867.121,5.3,9895.7413,197.91,2.00,208.18,2.10,-15.8,-0.16,3445.09,34.45
124,Exit long,2020-11-05 22:00,S2_LX_TP1,1931.4,5.2,9846.3612,196.92,2.00,205.19,2.08,-38.12,-0.39,3642.01,36.42
124,Entry long,2020-11-04 16:30,S2_LE,1893.531,5.2,9846.3612,196.92,2.00,205.19,2.08,-38.12,-0.39,3642.01,36.42
125,Exit long,2020-11-09 20:00,S2_SL,1924.647,5.1,9914.8539,-99.15,-1.00,109.45,1.10,-99.15,-1.00,3542.85,35.43
125,Entry long,2020-11-06 10:00,S2_LE,1944.089,5.1,9914.8539,-99.15,-1.00,109.45,1.10,-99.15,-1.00,3542.85,35.43
126,Exit long,2020-11-16 10:00,S2_LX_TP1,1895.68,5.3,9850.1083,197,2.00,210.85,2.14,-21.79,-0.22,3739.85,37.40
126,Entry long,2020-11-10 01:00,S2_LE,1858.511,5.3,9850.1083,197,2.00,210.85,2.14,-21.79,-0.22,3739.85,37.40
127,Exit long,2020-11-16 19:30,S2_SL,1875.158,5.2,9849.3252,-98.5,-1.00,1.66,0.02,-98.5,-1.00,3641.34,36.41
127,Entry long,2020-11-16 18:00,S2_LE,1894.101,5.2,9849.3252,-98.5,-1.00,1.66,0.02,-98.5,-1.00,3641.34,36.41
128,Exit long,2020-11-18 18:30,S2_SL,1871.634,5.2,9830.8132,-98.32,-1.00,1.5,0.02,-98.32,-1.00,3543.03,35.43
128,Entry long,2020-11-17 23:00,S2_LE,1890.541,5.2,9830.8132,-98.32,-1.00,1.5,0.02,-98.32,-1.00,3543.03,35.43
129,Exit long,2020-11-23 22:30,S2_SL,1844.864,5.3,9876.5553,-98.78,-1.00,86.86,0.88,-98.78,-1.00,3444.25,34.44
129,Entry long,2020-11-19 15:00,S2_LE,1863.501,5.3,9876.5553,-98.78,-1.00,86.86,0.88,-98.78,-1.00,3444.25,34.44
130,Exit long,2020-11-24 18:00,S2_SL,1820.352,5.4,9929.2014,-99.3,-1.00,12.79,0.13,-99.3,-1.00,3344.95,33.45
130,Entry long,2020-11-24 01:30,S2_LE,1838.741,5.4,9929.2014,-99.3,-1.00,12.79,0.13,-99.3,-1.00,3344.95,33.45
131,Exit long,2020-11-27 21:30,S2_SL,1787.039,5.5,9928.0005,-99.29,-1.00,72.24,0.73,-99.29,-1.00,3245.67,32.46
131,Entry long,2020-11-25 03:30,S2_LE,1805.091,5.5,9928.0005,-99.29,-1.00,72.24,0.73,-99.29,-1.00,3245.67,32.46
132,Exit long,2020-12-02 02:30,S2_LX_TP1,1813.447,5.6,9956.1896,199.11,2.00,221.14,2.22,-48.67,-0.49,3444.78,34.45
132,Entry long,2020-11-30 23:00,S2_LE,1777.891,5.6,9956.1896,199.11,2.00,221.14,2.22,-48.67,-0.49,3444.78,34.45
133,Exit long,2020-12-08 00:30,S2_LX_TP1,1865.274,5.4,9874.9854,197.49,2.00,215.1,2.18,-39.05,-0.40,3642.27,36.42
133,Entry long,2020-12-03 03:30,S2_LE,1828.701,5.4,9874.9854,197.49,2.00,215.1,2.18,-39.05,-0.40,3642.27,36.42
134,Exit long,2020-12-09 22:30,S2_SL,1848.676,5.3,9896.9603,-98.98,-1.00,42.02,0.42,-98.98,-1.00,3543.3,35.43
134,Entry long,2020-12-08 15:30,S2_LE,1867.351,5.3,9896.9603,-98.98,-1.00,42.02,0.42,-98.98,-1.00,3543.3,35.43
135,Exit long,2020-12-11 19:00,S2_SL,1823.302,5.4,9945.2934,-99.46,-1.00,44.81,0.45,-99.46,-1.00,3443.83,34.44
135,Entry long,2020-12-10 02:00,S2_LE,1841.721,5.4,9945.2934,-99.46,-1.00,44.81,0.45,-99.46,-1.00,3443.83,34.44
136,Exit long,2020-12-14 18:00,S2_SL,1821.862,5.4,9937.4364,-99.38,-1.00,7.47,0.08,-99.38,-1.00,3344.45,33.44
136,Entry long,2020-12-12 03:30,S2_LE,1840.266,5.4,9937.4364,-99.38,-1.00,7.47,0.08,-99.38,-1.00,3344.45,33.44
137,Exit long,2020-12-17 23:00,S2_LX_TP1,1890.784,5.3,9824.6683,196.49,2.00,225.67,2.30,-49.88,-0.51,3540.94,35.41
137,Entry long,2020-12-16 05:30,S2_LE,1853.711,5.3,9824.6683,196.49,2.00,225.67,2.30,-49.88,-0.51,3540.94,35.41
138,Exit long,2020-12-21 18:00,S2_SL,1865.338,5.3,9986.1593,-99.87,-1.00,119.56,1.20,-99.87,-1.00,3441.07,34.41
138,Entry long,2020-12-18 03:00,S2_LE,1884.181,5.3,9986.1593,-99.87,-1.00,119.56,1.20,-99.87,-1.00,3441.07,34.41
139,Exit long,2020-12-23 03:00,S2_SL,1860.348,5.3,9959.4473,-99.6,-1.00,27.01,0.27,-99.6,-1.00,3341.47,33.41
139,Entry long,2020-12-22 09:00,S2_LE,1879.141,5.3,9959.4473,-99.6,-1.00,27.01,0.27,-99.6,-1.00,3341.47,33.41
140,Exit long,2020-12-28 10:00,S2_LX_TP1,1898.119,5.3,9864.1533,195.88,1.99,200.81,2.04,-23.11,-0.23,3537.34,35.37
140,Entry long,2020-12-23 05:00,S2_LE,1861.161,5.3,9864.1533,195.88,1.99,200.81,2.04,-23.11,-0.23,3537.34,35.37
141,Exit long,2020-12-28 19:00,S2_SL,1875.485,5.2,9851.0412,-98.52,-1.00,7.17,0.07,-98.52,-1.00,3438.83,34.39
141,Entry long,2020-12-28 12:30,S2_LE,1894.431,5.2,9851.0412,-98.52,-1.00,7.17,0.07,-98.52,-1.00,3438.83,34.39
142,Exit long,2021-01-06 17:30,S2_LX_TP2,1954.809,5.3,9962.0125,398.48,4.00,407.91,4.09,-47.83,-0.48,3837.3,38.37
142,Entry long,2020-12-29 01:00,S2_LE,1879.625,5.3,9962.0125,398.48,4.00,407.91,4.09,-47.83,-0.48,3837.3,38.37
143,Exit long,2021-01-08 16:00,S2_SL,1888.88,5.2,9921.3972,-99.22,-1.00,102.59,1.03,-99.22,-1.00,3738.08,37.38
143,Entry long,2021-01-07 01:00,S2_LE,1907.961,5.2,9921.3972,-99.22,-1.00,102.59,1.03,-99.22,-1.00,3738.08,37.38
144,Exit long,2021-01-08 22:30,S2_SL,1875.168,5.2,9849.3772,-98.5,-1.00,2.28,0.02,-98.5,-1.00,3639.58,36.40
144,Entry long,2021-01-08 20:00,S2_LE,1894.111,5.2,9849.3772,-98.5,-1.00,2.28,0.02,-98.5,-1.00,3639.58,36.40
145,Exit long,2021-01-14 10:30,S2_SL,1830.579,5.4,9984.9834,-99.86,-1.00,79.86,0.80,-99.86,-1.00,3539.72,35.40
145,Entry long,2021-01-12 01:00,S2_LE,1849.071,5.4,9984.9834,-99.86,-1.00,79.86,0.80,-99.86,-1.00,3539.72,35.40
146,Exit long,2021-01-18 07:30,S2_SL,1819.342,5.4,9923.6934,-99.25,-1.00,107.45,1.08,-99.25,-1.00,3440.47,34.40
146,Entry long,2021-01-14 11:30,S2_LE,1837.721,5.4,9923.6934,-99.25,-1.00,107.45,1.08,-99.25,-1.00,3440.47,34.40
147,Exit long,2021-01-20 23:30,S2_LX_TP1,1864.631,5.4,9871.5834,197.42,2.00,218.37,2.21,-12.26,-0.12,3637.9,36.38
147,Entry long,2021-01-18 12:00,S2_LE,1828.071,5.4,9871.5834,197.42,2.00,218.37,2.21,-12.26,-0.12,3637.9,36.38
148,Exit long,2021-01-22 19:00,S2_SL,1849.285,5.3,9900.2198,-99.01,-1.00,37.86,0.38,-99.01,-1.00,3538.89,35.39
148,Entry long,2021-01-21 03:30,S2_LE,1867.966,5.3,9900.2198,-99.01,-1.00,37.86,0.38,-99.01,-1.00,3538.89,35.39
149,Exit long,2021-02-04 09:30,S2_SL,1825.262,5.4,9955.9854,-99.57,-1.00,172.31,1.73,-99.57,-1.00,3439.32,34.39
149,Entry long,2021-01-22 22:30,S2_LE,1843.701,5.4,9955.9854,-99.57,-1.00,172.31,1.73,-99.57,-1.00,3439.32,34.39
150,Exit long,2021-02-04 21:30,S2_SL,1807.522,5.4,9859.2174,-98.6,-1.00,7.77,0.08,-98.6,-1.00,3340.72,33.41
150,Entry long,2021-02-04 10:30,S2_LE,1825.781,5.4,9859.2174,-98.6,-1.00,7.77,0.08,-98.6,-1.00,3340.72,33.41
151,Exit long,2021-02-08 22:00,S2_LX_TP1,1829.563,5.5,9865.3005,197.3,2.00,207.55,2.10,-12.6,-0.13,3538.01,35.38
151,Entry long,2021-02-05 07:00,S2_LE,1793.691,5.5,9865.3005,197.3,2.00,207.55,2.10,-12.6,-0.13,3538.01,35.38
152,Exit long,2021-02-12 16:00,S2_SL,1813.481,5.4,9891.7254,-98.93,-1.00,127.33,1.29,-98.93,-1.00,3439.09,34.39
152,Entry long,2021-02-09 03:30,S2_LE,1831.801,5.4,9891.7254,-98.93,-1.00,127.33,1.29,-98.93,-1.00,3439.09,34.39
153,Exit long,2021-02-16 21:30,S2_SL,1799.885,5.5,9999.3685,-100,-1.00,69.81,0.70,-100,-1.00,3339.09,33.39
153,Entry long,2021-02-12 21:00,S2_LE,1818.067,5.5,9999.3685,-100,-1.00,69.81,0.70,-100,-1.00,3339.09,33.39
154,Exit long,2021-02-18 23:00,S2_SL,1768.1,5.5,9822.7855,-98.24,-1.00,41.08,0.42,-98.24,-1.00,3240.85,32.41
154,Entry long,2021-02-17 18:00,S2_LE,1785.961,5.5,9822.7855,-98.24,-1.00,41.08,0.42,-98.24,-1.00,3240.85,32.41
155,Exit long,2021-02-23 10:00,S2_LX_TP1,1811.979,5.6,9948.1256,198.96,2.00,211.9,2.13,-89.89,-0.90,3439.81,34.40
155,Entry long,2021-02-19 01:00,S2_LE,1776.451,5.6,9948.1256,198.96,2.00,211.9,2.13,-89.89,-0.90,3439.81,34.40
156,Exit long,2021-02-24 21:30,S2_SL,1794.899,5.5,9971.6705,-99.73,-1.00,8.78,0.09,-99.73,-1.00,3340.08,33.40
156,Entry long,2021-02-23 12:00,S2_LE,1813.031,5.5,9971.6705,-99.73,-1.00,8.78,0.09,-99.73,-1.00,3340.08,33.40
157,Exit long,2021-02-25 21:30,S2_SL,1778.653,5.5,9881.4155,-98.82,-1.00,25.46,0.26,-98.82,-1.00,3241.26,32.41
157,Entry long,2021-02-25 12:00,S2_LE,1796.621,5.5,9881.4155,-98.82,-1.00,25.46,0.26,-98.82,-1.00,3241.26,32.41
158,Exit long,2021-02-26 13:30,S2_SL,1757.843,5.6,9943.3656,-99.44,-1.00,41.88,0.42,-99.44,-1.00,3141.81,31.42
158,Entry long,2021-02-26 00:00,S2_LE,1775.601,5.6,9943.3656,-99.44,-1.00,41.88,0.42,-99.44,-1.00,3141.81,31.42
159,Exit long,2021-03-02 01:00,S2_SL,1729.292,5.7,9956.5377,-99.57,-1.00,5.3,0.05,-99.57,-1.00,3042.24,30.42
159,Entry long,2021-03-01 18:00,S2_LE,1746.761,5.7,9956.5377,-99.57,-1.00,5.3,0.05,-99.57,-1.00,3042.24,30.42
160,Exit long,2021-03-02 11:00,S2_SL,1708.155,5.7,9834.8427,-98.36,-1.00,17.3,0.18,-98.36,-1.00,2943.88,29.44
160,Entry long,2021-03-02 02:30,S2_LE,1725.411,5.7,9834.8427,-98.36,-1.00,17.3,0.18,-98.36,-1.00,2943.88,29.44
161,Exit long,2021-03-03 21:00,S2_SL,1709.997,5.7,9845.4447,-98.46,-1.00,75.63,0.77,-98.46,-1.00,2845.42,28.45
161,Entry long,2021-03-02 22:00,S2_LE,1727.271,5.7,9845.4447,-98.46,-1.00,75.63,0.77,-98.46,-1.00,2845.42,28.45
162,Exit long,2021-03-08 23:30,S2_SL,1680.554,5.8,9845.6798,-98.47,-1.00,96.85,0.98,-98.47,-1.00,2746.95,27.47
162,Entry long,2021-03-05 04:30,S2_LE,1697.531,5.8,9845.6798,-98.47,-1.00,96.85,0.98,-98.47,-1.00,2746.95,27.47
163,Exit long,2021-03-11 11:30,S2_LX_TP1,1731.919,5.8,9848.1738,196.96,2.00,212.74,2.16,-11.95,-0.12,2943.91,29.44
163,Entry long,2021-03-09 16:30,S2_LE,1697.961,5.8,9848.1738,196.96,2.00,212.74,2.16,-11.95,-0.12,2943.91,29.44
164,Exit long,2021-03-12 16:00,S2_SL,1706.66,5.8,9998.6258,-100,-1.00,25.63,0.26,-100,-1.00,2843.91,28.44
164,Entry long,2021-03-12 00:30,S2_LE,1723.901,5.8,9998.6258,-100,-1.00,25.63,0.26,-100,-1.00,2843.91,28.44
165,Exit long,2021-03-16 14:00,S2_LX_TP1,1735.57,5.8,9868.9378,197.37,2.00,207.17,2.10,-13.58,-0.14,3041.28,30.41
165,Entry long,2021-03-12 19:30,S2_LE,1701.541,5.8,9868.9378,197.37,2.00,207.17,2.10,-13.58,-0.14,3041.28,30.41
166,Exit long,2021-03-29 21:30,S2_SL,1714.085,5.7,9868.9857,-98.7,-1.00,137.36,1.39,-98.7,-1.00,2942.58,29.43
166,Entry long,2021-03-16 17:30,S2_LE,1731.401,5.7,9868.9857,-98.7,-1.00,137.36,1.39,-98.7,-1.00,2942.58,29.43
167,Exit long,2021-03-30 15:30,S2_SL,1695.493,5.8,9933.2018,-99.34,-1.00,10.26,0.10,-99.34,-1.00,2843.23,28.43
167,Entry long,2021-03-30 08:30,S2_LE,1712.621,5.8,9933.2018,-99.34,-1.00,10.26,0.10,-99.34,-1.00,2843.23,28.43
168,Exit long,2021-04-05 11:30,S2_LX_TP1,1724.099,5.9,9948.2319,223.95,2.25,261.84,2.63,-50.39,-0.51,3067.19,30.67
168,Entry long,2021-03-30 22:30,S2_LE,1686.141,5.9,9948.2319,223.95,2.25,261.84,2.63,-50.39,-0.51,3067.19,30.67
169,Exit long,2021-04-15 22:30,S2_LX_TP1,1763.865,5.7,9856.9017,197.13,2.00,207.42,2.10,-38.08,-0.39,3264.31,32.64
169,Entry long,2021-04-06 08:00,S2_LE,1729.281,5.7,9856.9017,197.13,2.00,207.42,2.10,-38.08,-0.39,3264.31,32.64
170,Exit long,2021-04-20 17:30,S2_SL,1764.219,5.6,9979.4296,-99.8,-1.00,1.34,0.01,-99.8,-1.00,3164.51,31.65
170,Entry long,2021-04-19 20:00,S2_LE,1782.041,5.6,9979.4296,-99.8,-1.00,1.34,0.01,-99.8,-1.00,3164.51,31.65
171,Exit long,2021-05-10 18:30,S2_LX_TP2,1838.79,5.6,9901.1864,396.04,4.00,421.35,4.26,-67.98,-0.69,3560.55,35.61
171,Entry long,2021-04-20 21:30,S2_LE,1768.069,5.6,9901.1864,396.04,4.00,421.35,4.26,-67.98,-0.69,3560.55,35.61
172,Exit long,2021-05-11 21:00,S2_SL,1821.451,5.4,9935.1954,-99.36,-1.00,30.17,0.30,-99.36,-1.00,3461.19,34.61
172,Entry long,2021-05-10 19:00,S2_LE,1839.851,5.4,9935.1954,-99.36,-1.00,30.17,0.30,-99.36,-1.00,3461.19,34.61
173,Exit long,2021-05-13 00:00,S2_SL,1818.827,5.4,9920.8854,-99.22,-1.00,34.99,0.35,-99.22,-1.00,3361.97,33.62
173,Entry long,2021-05-12 07:00,S2_LE,1837.201,5.4,9920.8854,-99.22,-1.00,34.99,0.35,-99.22,-1.00,3361.97,33.62
174,Exit long,2021-05-17 22:30,S2_LX_TP1,1859.57,5.4,9844.7886,196.89,2.00,206.07,2.09,-79.43,-0.81,3558.86,35.59
174,Entry long,2021-05-13 00:30,S2_LE,1823.109,5.4,9844.7886,196.89,2.00,206.07,2.09,-79.43,-0.81,3558.86,35.59
175,Exit long,2021-05-26 13:30,S2_LX_TP1,1902.891,5.3,9887.5793,197.74,2.00,224.03,2.27,-76.75,-0.78,3756.6,37.57
175,Entry long,2021-05-17 23:30,S2_LE,1865.581,5.3,9887.5793,197.74,2.00,224.03,2.27,-76.75,-0.78,3756.6,37.57
176,Exit long,2021-05-28 20:00,S2_SL,1884.464,5.2,9898.2052,-98.99,-1.00,48.04,0.49,-98.99,-1.00,3657.61,36.58
176,Entry long,2021-05-26 14:30,S2_LE,1903.501,5.2,9898.2052,-98.99,-1.00,48.04,0.49,-98.99,-1.00,3657.61,36.58
177,Exit long,2021-06-03 20:00,S2_SL,1889.365,5.2,9923.9452,-99.25,-1.00,42.01,0.42,-99.25,-1.00,3558.36,35.58
177,Entry long,2021-05-31 10:30,S2_LE,1908.451,5.2,9923.9452,-99.25,-1.00,42.01,0.42,-99.25,-1.00,3558.36,35.58
178,Exit long,2021-06-14 18:30,S2_SL,1854.19,5.3,9926.4813,-99.27,-1.00,163.45,1.65,-99.27,-1.00,3459.09,34.59
178,Entry long,2021-06-04 03:30,S2_LE,1872.921,5.3,9926.4813,-99.27,-1.00,163.45,1.65,-99.27,-1.00,3459.09,34.59
179,Exit long,2021-06-17 02:00,S2_SL,1847.407,5.3,9890.1657,-98.91,-1.00,16.49,0.17,-98.91,-1.00,3360.18,33.60
179,Entry long,2021-06-15 04:00,S2_LE,1866.069,5.3,9890.1657,-98.91,-1.00,16.49,0.17,-98.91,-1.00,3360.18,33.60
180,Exit long,2021-06-17 16:30,S2_SL,1803.391,5.4,9836.6886,-98.38,-1.00,0.57,0.01,-98.38,-1.00,3261.8,32.62
180,Entry long,2021-06-17 12:30,S2_LE,1821.609,5.4,9836.6886,-98.38,-1.00,0.57,0.01,-98.38,-1.00,3261.8,32.62
181,Exit long,2021-06-17 20:00,S2_SL,1780.514,5.5,9891.7555,-98.93,-1.00,9.62,0.10,-98.93,-1.00,3162.87,31.63
