Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
213,Exit long,2020-03-19 09:00,S1_SL,1484.669,6.6,9859.1526,-60.34,-0.61,5.21,0.05,-96.04,-0.97,1509.51,15.10
213,Entry long,2020-03-19 08:30,S1_LE,1493.811,6.6,9859.1526,-60.34,-0.61,5.21,0.05,-96.04,-0.97,1509.51,15.10
214,Exit long,2020-03-19 15:30,S1_SL,1482.788,6.7,9984.6147,-49.94,-0.50,7.1,0.07,-55.55,-0.56,1459.57,14.60
214,Entry long,2020-03-19 15:00,S1_LE,1490.241,6.7,9984.6147,-49.94,-0.50,7.1,0.07,-55.55,-0.56,1459.57,14.60
215,Exit long,2020-03-19 22:30,S1_SL,1473.226,6.7,9920.2277,-49.61,-0.50,87.56,0.88,-49.61,-0.50,1409.96,14.10
215,Entry long,2020-03-19 22:00,S1_LE,1480.631,6.7,9920.2277,-49.61,-0.50,87.56,0.88,-49.61,-0.50,1409.96,14.10
216,Exit long,2020-03-20 15:30,S1_LX_TP2,1506.276,6.7,9918.4857,173.56,1.75,190.47,1.92,-8.6,-0.09,1583.52,15.84
216,Entry long,2020-03-20 09:30,S1_LE,1480.371,6.7,9918.4857,173.56,1.75,190.47,1.92,-8.6,-0.09,1583.52,15.84
217,Exit long,2020-03-23 06:30,S1_SL,1492.057,6.6,9902.8974,-55.32,-0.56,52,0.53,-62.69,-0.63,1528.2,15.28
217,Entry long,2020-03-23 06:00,S1_LE,1500.439,6.6,9902.8974,-55.32,-0.56,52,0.53,-62.69,-0.63,1528.2,15.28
218,Exit long,2020-03-23 21:00,S1_LX_TP2,1518.679,6.6,9850.9026,172.38,1.75,206.44,2.10,-10.17,-0.10,1700.58,17.01
218,Entry long,2020-03-23 19:00,S1_LE,1492.561,6.6,9850.9026,172.38,1.75,206.44,2.10,-10.17,-0.10,1700.58,17.01
219,Exit long,2020-03-25 18:30,S1_SL,1614.486,6.1,9897.8661,-49.5,-0.50,9.69,0.10,-49.5,-0.50,1651.08,16.51
219,Entry long,2020-03-25 18:00,S1_LE,1622.601,6.1,9897.8661,-49.5,-0.50,9.69,0.10,-49.5,-0.50,1651.08,16.51
220,Exit long,2020-03-26 06:30,S1_SL,1606.326,6.1,9847.8339,-49.25,-0.50,22.58,0.23,-49.25,-0.50,1601.83,16.02
220,Entry long,2020-03-26 06:00,S1_LE,1614.399,6.1,9847.8339,-49.25,-0.50,22.58,0.23,-49.25,-0.50,1601.83,16.02
221,Exit long,2020-03-26 20:00,S1_LX_TP1,1618.639,6.2,9985.6456,49.92,0.50,80.67,0.81,-37.62,-0.38,1651.75,16.52
221,Entry long,2020-03-26 18:00,S1_LE,1610.588,6.2,9985.6456,49.92,0.50,80.67,0.81,-37.62,-0.38,1651.75,16.52
222,Exit long,2020-03-27 15:00,S1_SL,1615.979,6.1,9907.0161,-49.54,-0.50,30.49,0.31,-49.54,-0.50,1602.21,16.02
222,Entry long,2020-03-27 14:00,S1_LE,1624.101,6.1,9907.0161,-49.54,-0.50,30.49,0.31,-49.54,-0.50,1602.21,16.02
223,Exit long,2020-03-27 22:00,S1_SL,1616.427,6.1,9909.7611,-49.56,-0.50,32.02,0.32,-49.56,-0.50,1552.65,15.53
223,Entry long,2020-03-27 21:30,S1_LE,1624.551,6.1,9909.7611,-49.56,-0.50,32.02,0.32,-49.56,-0.50,1552.65,15.53
224,Exit long,2020-03-30 06:00,S1_SL,1614.843,6.1,9900.0499,-49.51,-0.50,88.62,0.90,-50.32,-0.51,1503.14,15.03
224,Entry long,2020-03-27 23:00,S1_LE,1622.959,6.1,9900.0499,-49.51,-0.50,88.62,0.90,-50.32,-0.51,1503.14,15.03
225,Exit long,2020-03-31 01:30,S1_SL,1613.914,6.1,9894.3586,-49.48,-0.50,32.34,0.33,-49.48,-0.50,1453.66,14.54
225,Entry long,2020-03-30 17:00,S1_LE,1622.026,6.1,9894.3586,-49.48,-0.50,32.34,0.33,-49.48,-0.50,1453.66,14.54
226,Exit long,2020-03-31 08:30,S1_SL,1612.894,6.1,9888.1061,-49.45,-0.50,33.85,0.34,-49.45,-0.50,1404.21,14.04
226,Entry long,2020-03-31 04:30,S1_LE,1621.001,6.1,9888.1061,-49.45,-0.50,33.85,0.34,-49.45,-0.50,1404.21,14.04
227,Exit long,2020-03-31 16:30,S1_SL,1609.521,6.1,9867.4271,-49.35,-0.50,9.08,0.09,-49.35,-0.50,1354.86,13.55
227,Entry long,2020-03-31 15:00,S1_LE,1617.611,6.1,9867.4271,-49.35,-0.50,9.08,0.09,-49.35,-0.50,1354.86,13.55
228,Exit long,2020-04-01 00:30,S1_SL,1602.775,6.2,9987.1522,-49.95,-0.50,4.15,0.04,-49.95,-0.50,1304.91,13.05
228,Entry long,2020-03-31 23:30,S1_LE,1610.831,6.2,9987.1522,-49.95,-0.50,4.15,0.04,-49.95,-0.50,1304.91,13.05
229,Exit long,2020-04-01 15:30,S1_LX_TP1,1592.502,6.3,9982.8603,49.9,0.50,73.2,0.73,-17.14,-0.17,1354.81,13.55
229,Entry long,2020-04-01 11:30,S1_LE,1584.581,6.3,9982.8603,49.9,0.50,73.2,0.73,-17.14,-0.17,1354.81,13.55
230,Exit long,2020-04-02 00:30,S1_SL,1585.134,6.2,9877.2262,-49.4,-0.50,8.67,0.09,-49.4,-0.50,1305.42,13.05
230,Entry long,2020-04-02 00:00,S1_LE,1593.101,6.2,9877.2262,-49.4,-0.50,8.67,0.09,-49.4,-0.50,1305.42,13.05
231,Exit long,2020-04-02 10:30,S1_SL,1582.069,6.2,9858.1302,-49.3,-0.50,38.31,0.39,-49.3,-0.50,1256.11,12.56
231,Entry long,2020-04-02 03:30,S1_LE,1590.021,6.2,9858.1302,-49.3,-0.50,38.31,0.39,-49.3,-0.50,1256.11,12.56
232,Exit long,2020-04-03 14:30,S1_LX_TP1,1606.499,6.2,9862.4702,97.82,0.99,186.49,1.89,-34.32,-0.35,1353.94,13.54
232,Entry long,2020-04-02 15:00,S1_LE,1590.721,6.2,9862.4702,97.82,0.99,186.49,1.89,-34.32,-0.35,1353.94,13.54
233,Exit long,2020-04-03 20:30,S1_SL,1611.452,6.1,9879.2611,-49.4,-0.50,23.48,0.24,-49.4,-0.50,1304.53,13.05
233,Entry long,2020-04-03 20:00,S1_LE,1619.551,6.1,9879.2611,-49.4,-0.50,23.48,0.24,-49.4,-0.50,1304.53,13.05
234,Exit long,2020-04-06 22:00,S1_LX_TP2,1647.23,6.1,9875.2961,172.81,1.75,208,2.11,-29.29,-0.30,1477.34,14.77
234,Entry long,2020-04-06 10:30,S1_LE,1618.901,6.1,9875.2961,172.81,1.75,208,2.11,-29.29,-0.30,1477.34,14.77
235,Exit long,2020-04-07 21:00,S1_SL,1652.893,6,9967.206,-49.85,-0.50,3.47,0.03,-58.21,-0.58,1427.49,14.27
235,Entry long,2020-04-07 20:30,S1_LE,1661.201,6,9967.206,-49.85,-0.50,3.47,0.03,-58.21,-0.58,1427.49,14.27
236,Exit long,2020-04-08 01:30,S1_SL,1646.242,6,9927.096,-49.64,-0.50,11.3,0.11,-49.64,-0.50,1377.85,13.78
236,Entry long,2020-04-08 00:30,S1_LE,1654.516,6,9927.096,-49.64,-0.50,11.3,0.11,-49.64,-0.50,1377.85,13.78
237,Exit long,2020-04-08 04:30,S1_SL,1649.053,6,9944.046,-49.73,-0.50,3.95,0.04,-54.25,-0.55,1328.12,13.28
237,Entry long,2020-04-08 04:00,S1_LE,1657.341,6,9944.046,-49.73,-0.50,3.95,0.04,-54.25,-0.55,1328.12,13.28
238,Exit long,2020-04-08 14:00,S1_SL,1642.028,6,9901.686,-49.52,-0.50,15.11,0.15,-49.52,-0.50,1278.6,12.79
238,Entry long,2020-04-08 12:30,S1_LE,1650.281,6,9901.686,-49.52,-0.50,15.11,0.15,-49.52,-0.50,1278.6,12.79
239,Exit long,2020-04-08 19:00,S1_SL,1644.645,6,9917.466,-49.6,-0.50,7.73,0.08,-49.6,-0.50,1229.01,12.29
239,Entry long,2020-04-08 15:30,S1_LE,1652.911,6,9917.466,-49.6,-0.50,7.73,0.08,-49.6,-0.50,1229.01,12.29
240,Exit long,2020-04-09 03:30,S1_SL,1644.172,6,9914.616,-49.58,-0.50,1.58,0.02,-49.58,-0.50,1179.42,11.79
240,Entry long,2020-04-09 03:00,S1_LE,1652.436,6,9914.616,-49.58,-0.50,1.58,0.02,-49.58,-0.50,1179.42,11.79
241,Exit long,2020-04-09 16:00,S1_LX_TP1,1656.4,6,9888.966,49.43,0.50,85.43,0.86,-15.97,-0.16,1228.86,12.29
241,Entry long,2020-04-09 10:30,S1_LE,1648.161,6,9888.966,49.43,0.50,85.43,0.86,-15.97,-0.16,1228.86,12.29
242,Exit long,2020-04-14 01:00,S1_LX_TP2,1713.376,5.9,9935.0631,173.86,1.75,187.92,1.89,-28.37,-0.29,1402.71,14.03
242,Entry long,2020-04-13 13:00,S1_LE,1683.909,5.9,9935.0631,173.86,1.75,187.92,1.89,-28.37,-0.29,1402.71,14.03
243,Exit long,2020-04-14 16:30,S1_SL,1714.245,5.8,9992.5938,-49.97,-0.50,27.95,0.28,-49.97,-0.50,1352.74,13.53
243,Entry long,2020-04-14 16:00,S1_LE,1722.861,5.8,9992.5938,-49.97,-0.50,27.95,0.28,-49.97,-0.50,1352.74,13.53
244,Exit long,2020-04-15 20:30,S1_SL,1712.484,5.8,9982.3278,-49.92,-0.50,26.15,0.26,-49.92,-0.50,1302.82,13.03
244,Entry long,2020-04-15 19:00,S1_LE,1721.091,5.8,9982.3278,-49.92,-0.50,26.15,0.26,-49.92,-0.50,1302.82,13.03
245,Exit long,2020-04-16 20:30,S1_LX_TP1,1728.156,5.8,9973.448,49.86,0.50,114.49,1.15,-20.01,-0.20,1352.68,13.53
245,Entry long,2020-04-16 14:30,S1_LE,1719.56,5.8,9973.448,49.86,0.50,114.49,1.15,-20.01,-0.20,1352.68,13.53
246,Exit long,2020-04-17 22:30,S1_SL,1686.337,5.8,9861.3978,-80.64,-0.82,6.43,0.07,-94.78,-0.96,1272.03,12.72
246,Entry long,2020-04-17 22:00,S1_LE,1700.241,5.8,9861.3978,-80.64,-0.82,6.43,0.07,-94.78,-0.96,1272.03,12.72
247,Exit long,2020-04-20 14:00,S1_SL,1673.182,5.9,9921.3869,-49.61,-0.50,17.16,0.17,-49.61,-0.50,1222.42,12.22
247,Entry long,2020-04-20 12:00,S1_LE,1681.591,5.9,9921.3869,-49.61,-0.50,17.16,0.17,-49.61,-0.50,1222.42,12.22
248,Exit long,2020-04-20 18:00,S1_SL,1673.376,5.9,9922.5374,-49.62,-0.50,14.02,0.14,-49.62,-0.50,1172.8,11.73
248,Entry long,2020-04-20 17:30,S1_LE,1681.786,5.9,9922.5374,-49.62,-0.50,14.02,0.14,-49.62,-0.50,1172.8,11.73
249,Exit long,2020-04-20 23:30,S1_LX_TP1,1691.222,5.9,9928.5731,49.64,0.50,94.94,0.96,-27.78,-0.28,1222.44,12.22
249,Entry long,2020-04-20 19:00,S1_LE,1682.809,5.9,9928.5731,49.64,0.50,94.94,0.96,-27.78,-0.28,1222.44,12.22
250,Exit long,2020-04-21 17:00,S1_SL,1685.828,5.9,9996.3759,-49.99,-0.50,22.41,0.22,-49.99,-0.50,1172.45,11.72
250,Entry long,2020-04-21 15:00,S1_LE,1694.301,5.9,9996.3759,-49.99,-0.50,22.41,0.22,-49.99,-0.50,1172.45,11.72
251,Exit long,2020-04-22 17:30,S1_LX_TP1,1700.892,5.9,9985.3429,49.92,0.50,86.64,0.87,-7.85,-0.08,1222.37,12.22
251,Entry long,2020-04-22 16:00,S1_LE,1692.431,5.9,9985.3429,49.92,0.50,86.64,0.87,-7.85,-0.08,1222.37,12.22
252,Exit long,2020-04-23 16:30,S1_LX_TP1,1721.715,5.8,9936.2758,49.67,0.50,87.86,0.88,-22.34,-0.22,1272.04,12.72
252,Entry long,2020-04-23 13:30,S1_LE,1713.151,5.8,9936.2758,49.67,0.50,87.86,0.88,-22.34,-0.22,1272.04,12.72
253,Exit long,2020-04-24 22:00,S1_SL,1720.902,5.7,9858.4407,-49.3,-0.50,38.53,0.39,-49.3,-0.50,1222.74,12.23
253,Entry long,2020-04-24 15:00,S1_LE,1729.551,5.7,9858.4407,-49.3,-0.50,38.53,0.39,-49.3,-0.50,1222.74,12.23
254,Exit long,2020-04-27 06:00,S1_SL,1719.728,5.7,9851.7147,-49.27,-0.50,3.19,0.03,-49.27,-0.50,1173.47,11.73
254,Entry long,2020-04-25 04:00,S1_LE,1728.371,5.7,9851.7147,-49.27,-0.50,3.19,0.03,-49.27,-0.50,1173.47,11.73
255,Exit long,2020-04-27 22:00,S1_SL,1711.618,5.8,9977.2818,-49.9,-0.50,10.9,0.11,-49.9,-0.50,1123.58,11.24
255,Entry long,2020-04-27 21:30,S1_LE,1720.221,5.8,9977.2818,-49.9,-0.50,10.9,0.11,-49.9,-0.50,1123.58,11.24
256,Exit long,2020-04-28 06:30,S1_SL,1708.773,5.8,9960.6938,-49.81,-0.50,1.78,0.02,-49.81,-0.50,1073.77,10.74
256,Entry long,2020-04-28 04:00,S1_LE,1717.361,5.8,9960.6938,-49.81,-0.50,1.78,0.02,-49.81,-0.50,1073.77,10.74
257,Exit long,2020-04-28 17:30,S1_LX_TP1,1710.811,5.8,9873.3458,49.36,0.50,72.32,0.73,-11.61,-0.12,1123.12,11.23
257,Entry long,2020-04-28 17:00,S1_LE,1702.301,5.8,9873.3458,49.36,0.50,72.32,0.73,-11.61,-0.12,1123.12,11.23
258,Exit long,2020-04-29 21:00,S1_SL,1699.487,5.8,9906.5682,-49.54,-0.50,29.63,0.30,-49.54,-0.50,1073.58,10.74
258,Entry long,2020-04-29 01:30,S1_LE,1708.029,5.8,9906.5682,-49.54,-0.50,29.63,0.30,-49.54,-0.50,1073.58,10.74
259,Exit long,2020-04-30 14:30,S1_LX_TP1,1717.4,5.8,9911.3706,49.55,0.50,65.69,0.66,-10.77,-0.11,1123.13,11.23
259,Entry long,2020-04-30 03:30,S1_LE,1708.857,5.8,9911.3706,49.55,0.50,65.69,0.66,-10.77,-0.11,1123.13,11.23
260,Exit long,2020-05-01 20:00,S1_SL,1675.38,5.9,9934.4259,-49.68,-0.50,2.55,0.03,-49.68,-0.50,1073.45,10.73
260,Entry long,2020-05-01 19:30,S1_LE,1683.801,5.9,9934.4259,-49.68,-0.50,2.55,0.03,-49.68,-0.50,1073.45,10.73
261,Exit long,2020-05-05 09:00,S1_SL,1697.081,5.8,9892.5438,-49.47,-0.50,18.44,0.19,-49.47,-0.50,1023.97,10.24
261,Entry long,2020-05-04 23:30,S1_LE,1705.611,5.8,9892.5438,-49.47,-0.50,18.44,0.19,-49.47,-0.50,1023.97,10.24
262,Exit long,2020-05-05 15:00,S1_SL,1695.141,5.8,9881.2338,-49.42,-0.50,3.71,0.04,-49.42,-0.50,974.56,9.75
262,Entry long,2020-05-05 14:00,S1_LE,1703.661,5.8,9881.2338,-49.42,-0.50,3.71,0.04,-49.42,-0.50,974.56,9.75
263,Exit long,2020-05-05 22:00,S1_SL,1693.639,5.8,9872.4758,-49.37,-0.50,19.08,0.19,-49.37,-0.50,925.19,9.25
263,Entry long,2020-05-05 21:30,S1_LE,1702.151,5.8,9872.4758,-49.37,-0.50,19.08,0.19,-49.37,-0.50,925.19,9.25
264,Exit long,2020-05-06 04:00,S1_LX_TP1,1709.856,5.8,9867.8358,49.33,0.50,62.75,0.64,-25.82,-0.26,974.51,9.75
264,Entry long,2020-05-06 00:00,S1_LE,1701.351,5.8,9867.8358,49.33,0.50,62.75,0.64,-25.82,-0.26,974.51,9.75
265,Exit long,2020-05-06 20:00,S1_SL,1696.502,5.8,9889.1682,-49.46,-0.50,18.39,0.19,-49.46,-0.50,925.06,9.25
265,Entry long,2020-05-06 15:00,S1_LE,1705.029,5.8,9889.1682,-49.46,-0.50,18.39,0.19,-49.46,-0.50,925.06,9.25
266,Exit long,2020-05-07 14:00,S1_SL,1683.639,5.9,9983.3959,-49.93,-0.50,13.68,0.14,-49.93,-0.50,875.13,8.75
266,Entry long,2020-05-07 08:30,S1_LE,1692.101,5.9,9983.3959,-49.93,-0.50,13.68,0.14,-49.93,-0.50,875.13,8.75
267,Exit long,2020-05-08 02:30,S1_LX_TP2,1720.965,5.9,9979.0712,174.62,1.75,184.8,1.85,-11.61,-0.12,1049.75,10.50
267,Entry long,2020-05-07 17:00,S1_LE,1691.368,5.9,9979.0712,174.62,1.75,184.8,1.85,-11.61,-0.12,1049.75,10.50
268,Exit long,2020-05-11 17:00,S1_SL,1701.295,5.8,9917.1068,-49.6,-0.50,6.11,0.06,-49.6,-0.50,1000.16,10.00
268,Entry long,2020-05-11 10:00,S1_LE,1709.846,5.8,9917.1068,-49.6,-0.50,6.11,0.06,-49.6,-0.50,1000.16,10.00
269,Exit long,2020-05-11 22:30,S1_SL,1696.22,5.8,9887.521,-49.44,-0.50,2.26,0.02,-53.62,-0.54,950.71,9.51
269,Entry long,2020-05-11 22:00,S1_LE,1704.745,5.8,9887.521,-49.44,-0.50,2.26,0.02,-53.62,-0.54,950.71,9.51
270,Exit long,2020-05-12 22:00,S1_LX_TP1,1706.294,5.8,9847.2748,49.23,0.50,70.03,0.71,-35.41,-0.36,999.94,10.00
270,Entry long,2020-05-12 08:00,S1_LE,1697.806,5.8,9847.2748,49.23,0.50,70.03,0.71,-35.41,-0.36,999.94,10.00
271,Exit long,2020-05-13 23:30,S1_LX_TP1,1713.675,5.8,9889.8758,49.44,0.50,75.2,0.76,-44.96,-0.45,1049.38,10.49
271,Entry long,2020-05-13 09:00,S1_LE,1705.151,5.8,9889.8758,49.44,0.50,75.2,0.76,-44.96,-0.45,1049.38,10.49
272,Exit long,2020-05-16 00:00,S1_LX_TP2,1746.548,5.8,9955.7638,174.21,1.75,195.72,1.97,-42.98,-0.43,1223.6,12.24
272,Entry long,2020-05-14 15:00,S1_LE,1716.511,5.8,9955.7638,174.21,1.75,195.72,1.97,-42.98,-0.43,1223.6,12.24
273,Exit long,2020-05-18 08:30,S1_LX_TP1,1756.709,5.7,9963.4347,49.81,0.50,69.02,0.69,-32.32,-0.32,1273.4,12.73
273,Entry long,2020-05-18 06:30,S1_LE,1747.971,5.7,9963.4347,49.81,0.50,69.02,0.69,-32.32,-0.32,1273.4,12.73
274,Exit long,2020-05-19 14:30,S1_SL,1726.444,5.7,9890.1897,-49.46,-0.50,29.61,0.30,-49.46,-0.50,1223.95,12.24
274,Entry long,2020-05-19 08:30,S1_LE,1735.121,5.7,9890.1897,-49.46,-0.50,29.61,0.30,-49.46,-0.50,1223.95,12.24
275,Exit long,2020-05-21 09:00,S1_SL,1740.617,5.7,9971.3805,-49.86,-0.50,26.82,0.27,-49.86,-0.50,1174.08,11.74
275,Entry long,2020-05-21 02:00,S1_LE,1749.365,5.7,9971.3805,-49.86,-0.50,26.82,0.27,-49.86,-0.50,1174.08,11.74
276,Exit long,2020-05-21 21:30,S1_SL,1730.511,5.7,9913.4913,-49.58,-0.50,15.91,0.16,-49.58,-0.50,1124.5,11.25
276,Entry long,2020-05-21 20:30,S1_LE,1739.209,5.7,9913.4913,-49.58,-0.50,15.91,0.16,-49.58,-0.50,1124.5,11.25
277,Exit long,2020-05-22 16:00,S1_LX_TP1,1735.936,5.7,9845.6157,49.22,0.50,64.97,0.66,-27.94,-0.28,1173.72,11.74
277,Entry long,2020-05-22 07:00,S1_LE,1727.301,5.7,9845.6157,49.22,0.50,64.97,0.66,-27.94,-0.28,1173.72,11.74
278,Exit long,2020-05-26 18:00,S1_SL,1720.175,5.7,9854.2797,-49.28,-0.50,39.38,0.40,-49.28,-0.50,1124.44,11.24
278,Entry long,2020-05-25 17:00,S1_LE,1728.821,5.7,9854.2797,-49.28,-0.50,39.38,0.40,-49.28,-0.50,1124.44,11.24
279,Exit long,2020-05-27 12:00,S1_SL,1704.693,5.8,9936.9138,-49.69,-0.50,15.83,0.16,-49.69,-0.50,1074.75,10.75
279,Entry long,2020-05-27 09:00,S1_LE,1713.261,5.8,9936.9138,-49.69,-0.50,15.83,0.16,-49.69,-0.50,1074.75,10.75
280,Exit long,2020-05-28 12:30,S1_LX_TP1,1715.585,5.8,9900.8958,49.5,0.50,57.01,0.58,-11.43,-0.12,1124.24,11.24
280,Entry long,2020-05-28 00:30,S1_LE,1707.051,5.8,9900.8958,49.5,0.50,57.01,0.58,-11.43,-0.12,1124.24,11.24
281,Exit long,2020-05-29 20:00,S1_LX_TP1,1728.569,5.8,9975.8318,49.87,0.50,58.32,0.58,-45.65,-0.46,1174.11,11.74
281,Entry long,2020-05-29 07:30,S1_LE,1719.971,5.8,9975.8318,49.87,0.50,58.32,0.58,-45.65,-0.46,1174.11,11.74
282,Exit long,2020-06-02 23:30,S1_SL,1729.409,5.7,9907.1757,-49.54,-0.50,42.69,0.43,-49.54,-0.50,1124.57,11.25
282,Entry long,2020-06-01 23:30,S1_LE,1738.101,5.7,9907.1757,-49.54,-0.50,42.69,0.43,-49.54,-0.50,1124.57,11.25
283,Exit long,2020-06-03 14:30,S1_SL,1719.469,5.7,9850.2327,-49.26,-0.50,8.26,0.08,-49.26,-0.50,1075.31,10.75
283,Entry long,2020-06-03 11:00,S1_LE,1728.111,5.7,9850.2327,-49.26,-0.50,8.26,0.08,-49.26,-0.50,1075.31,10.75
284,Exit long,2020-06-04 18:30,S1_LX_TP1,1708.922,5.8,9862.4418,49.31,0.50,60.35,0.61,-28.54,-0.29,1124.61,11.25
284,Entry long,2020-06-04 08:00,S1_LE,1700.421,5.8,9862.4418,49.31,0.50,60.35,0.61,-28.54,-0.29,1124.61,11.25
285,Exit long,2020-06-08 14:00,S1_LX_TP1,1689.565,5.9,9918.8499,49.58,0.50,60.71,0.61,-16.88,-0.17,1174.2,11.74
285,Entry long,2020-06-08 08:00,S1_LE,1681.161,5.9,9918.8499,49.58,0.50,60.71,0.61,-16.88,-0.17,1174.2,11.74
286,Exit long,2020-06-09 17:30,S1_LX_TP1,1705.876,5.8,9844.8678,49.21,0.50,72.55,0.74,-44.03,-0.45,1223.41,12.23
286,Entry long,2020-06-09 01:00,S1_LE,1697.391,5.8,9844.8678,49.21,0.50,72.55,0.74,-44.03,-0.45,1223.41,12.23
287,Exit long,2020-06-11 04:00,S1_LX_TP1,1735.785,5.7,9844.7607,49.21,0.50,72.67,0.74,-27.65,-0.28,1272.62,12.73
287,Entry long,2020-06-11 02:30,S1_LE,1727.151,5.7,9844.7607,49.21,0.50,72.67,0.74,-27.65,-0.28,1272.62,12.73
288,Exit long,2020-06-11 19:00,S1_SL,1726.689,5.7,9891.5919,-49.46,-0.50,10.28,0.10,-49.46,-0.50,1223.16,12.23
288,Entry long,2020-06-11 15:30,S1_LE,1735.367,5.7,9891.5919,-49.46,-0.50,10.28,0.10,-49.46,-0.50,1223.16,12.23
289,Exit long,2020-06-12 00:00,S1_SL,1728.193,5.7,9900.2103,-49.51,-0.50,44.98,0.45,-49.51,-0.50,1173.65,11.74
289,Entry long,2020-06-11 21:30,S1_LE,1736.879,5.7,9900.2103,-49.51,-0.50,44.98,0.45,-49.51,-0.50,1173.65,11.74
290,Exit long,2020-06-12 18:30,S1_LX_TP1,1736.047,5.7,9846.2427,49.23,0.50,58.13,0.59,-10.89,-0.11,1222.88,12.23
290,Entry long,2020-06-12 14:00,S1_LE,1727.411,5.7,9846.2427,49.23,0.50,58.13,0.59,-10.89,-0.11,1222.88,12.23
291,Exit long,2020-06-16 10:30,S1_LX_TP1,1730.163,5.8,9985.0306,49.91,0.50,58.89,0.59,-23.7,-0.24,1272.79,12.73
291,Entry long,2020-06-15 23:30,S1_LE,1721.557,5.8,9985.0306,49.91,0.50,58.89,0.59,-23.7,-0.24,1272.79,12.73
292,Exit long,2020-06-16 20:30,S1_SL,1722.037,5.7,9864.9444,-49.33,-0.50,9.74,0.10,-49.33,-0.50,1223.46,12.23
292,Entry long,2020-06-16 16:30,S1_LE,1730.692,5.7,9864.9444,-49.33,-0.50,9.74,0.10,-49.33,-0.50,1223.46,12.23
293,Exit long,2020-06-17 16:30,S1_SL,1719.469,5.7,9850.2327,-49.26,-0.50,14.07,0.14,-49.26,-0.50,1174.2,11.74
293,Entry long,2020-06-16 23:30,S1_LE,1728.111,5.7,9850.2327,-49.26,-0.50,14.07,0.14,-49.26,-0.50,1174.2,11.74
294,Exit long,2020-06-18 17:30,S1_LX_TP1,1733.263,5.7,9830.4537,49.15,0.50,74.6,0.76,-13.41,-0.14,1223.34,12.23
294,Entry long,2020-06-17 22:00,S1_LE,1724.641,5.7,9830.4537,49.15,0.50,74.6,0.76,-13.41,-0.14,1223.34,12.23
295,Exit long,2020-06-19 20:00,S1_LX_TP1,1733.622,5.7,9832.4943,49.15,0.50,60.54,0.62,-34.02,-0.35,1272.49,12.72
295,Entry long,2020-06-19 03:00,S1_LE,1724.999,5.7,9832.4943,49.15,0.50,60.54,0.62,-34.02,-0.35,1272.49,12.72
296,Exit long,2020-06-23 10:00,S1_SL,1750.463,5.6,9851.8616,-49.27,-0.50,2.07,0.02,-49.27,-0.50,1223.22,12.23
296,Entry long,2020-06-23 09:30,S1_LE,1759.261,5.6,9851.8616,-49.27,-0.50,2.07,0.02,-49.27,-0.50,1223.22,12.23
297,Exit long,2020-06-23 22:00,S1_LX_TP1,1764.217,5.6,9830.4696,49.15,0.50,67.24,0.68,-20.95,-0.21,1272.37,12.72
297,Entry long,2020-06-23 16:00,S1_LE,1755.441,5.6,9830.4696,49.15,0.50,67.24,0.68,-20.95,-0.21,1272.37,12.72
298,Exit long,2020-06-25 20:00,S1_SL,1758.02,5.6,9894.3936,-49.48,-0.50,10.61,0.11,-49.48,-0.50,1222.89,12.23
298,Entry long,2020-06-25 15:00,S1_LE,1766.856,5.6,9894.3936,-49.48,-0.50,10.61,0.11,-49.48,-0.50,1222.89,12.23
299,Exit long,2020-06-26 21:00,S1_SL,1755.477,5.6,9880.08,-49.41,-0.50,14.28,0.14,-49.41,-0.50,1173.48,11.73
299,Entry long,2020-06-25 21:30,S1_LE,1764.3,5.6,9880.08,-49.41,-0.50,14.28,0.14,-49.41,-0.50,1173.48,11.73
300,Exit long,2020-07-01 18:30,S1_LX_TP1,1779.899,5.6,9891.3416,76.09,0.77,127.9,1.29,-11.26,-0.11,1249.57,12.50
300,Entry long,2020-06-27 00:00,S1_LE,1766.311,5.6,9891.3416,76.09,0.77,127.9,1.29,-11.26,-0.11,1249.57,12.50
301,Exit long,2020-07-02 20:30,S1_SL,1762.652,5.6,9920.4616,-49.61,-0.50,16.68,0.17,-49.61,-0.50,1199.96,12.00
301,Entry long,2020-07-02 16:30,S1_LE,1771.511,5.6,9920.4616,-49.61,-0.50,16.68,0.17,-49.61,-0.50,1199.96,12.00
302,Exit long,2020-07-06 04:30,S1_SL,1755.199,5.6,9949.2456,-120.13,-1.21,43.95,0.44,-120.13,-1.21,1079.83,10.80
302,Entry long,2020-07-03 11:00,S1_LE,1776.651,5.6,9949.2456,-120.13,-1.21,43.95,0.44,-120.13,-1.21,1079.83,10.80
303,Exit long,2020-07-06 21:30,S1_LX_TP1,1784.548,5.6,9943.7576,49.71,0.50,64.11,0.64,-33.77,-0.34,1129.54,11.30
303,Entry long,2020-07-06 08:00,S1_LE,1775.671,5.6,9943.7576,49.71,0.50,64.11,0.64,-33.77,-0.34,1129.54,11.30
304,Exit long,2020-07-07 23:00,S1_LX_TP1,1793.874,5.6,9995.7256,49.97,0.50,64.23,0.64,-1.29,-0.01,1179.51,11.80
