time,open,high,low,close,Basis,Upper,Lower,Basis,Upper,Lower,Fast EMA
2026-04-22T23:00:00+08:00,4736.05,4740.15,4729.54,4735.072,4754.349649999965,4772.721401770619,4735.97789822931,4754.349649999965,4772.721401770619,4735.97789822931,4738.376473534115
2026-04-22T23:30:00+08:00,4735.085,4735.51,4724.74,4727.53,4752.355149999965,4773.122938941437,4731.587361058493,4752.355149999965,4773.122938941437,4731.587361058493,4732.953236767057
2026-04-23T00:00:00+08:00,4727.572,4735,4723.89,4726.875,4750.349899999965,4772.761667190185,4727.938132809744,4750.349899999965,4772.761667190185,4727.938132809744,4729.914118383529
2026-04-23T00:30:00+08:00,4726.85,4732.16,4723.57,4728.5,4748.397399999964,4771.274314599518,4725.5204854004105,4748.397399999964,4771.274314599518,4725.5204854004105,4729.2070591917645
2026-04-23T01:00:00+08:00,4728.639,4739.5,4728.25,4735.102,4746.851399999965,4768.919951941218,4724.782848058712,4746.851399999965,4768.919951941218,4724.782848058712,4732.154529595882
2026-04-23T01:30:00+08:00,4734.945,4738.33,4733.26,4736.97,4745.676649999965,4767.216455633619,4724.1368443663105,4745.676649999965,4767.216455633619,4724.1368443663105,4734.562264797942
2026-04-23T02:00:00+08:00,4737.09,4738.622,4729.56,4730.23,4744.472699999965,4766.63080348969,4722.314596510239,4744.472699999965,4766.63080348969,4722.314596510239,4732.396132398971
2026-04-23T02:30:00+08:00,4730.352,4750.03,4729.87,4741.63,4743.717699999965,4765.171589117382,4722.263810882548,4743.717699999965,4765.171589117382,4722.263810882548,4737.013066199485
2026-04-23T03:00:00+08:00,4741.65,4745.449,4736.46,4744.275,4743.1144499999655,4763.778702737465,4722.450197262466,4743.1144499999655,4763.778702737465,4722.450197262466,4740.644033099743
2026-04-23T03:30:00+08:00,4744.33,4744.73,4736.795,4740.06,4742.3619999999655,4762.307894419585,4722.416105580346,4742.3619999999655,4762.307894419585,4722.416105580346,4740.352016549872
2026-04-23T04:00:00+08:00,4740.015,4740.48,4733.98,4736.76,4741.469499999965,4760.728945973815,4722.210054026114,4741.469499999965,4760.728945973815,4722.210054026114,4738.556008274936
2026-04-23T04:30:00+08:00,4736.82,4740.72,4735.62,4739.57,4740.4885499999655,4757.952876256132,4723.024223743799,4740.4885499999655,4757.952876256132,4723.024223743799,4739.063004137468
2026-04-23T06:00:00+08:00,4756.35,4756.36,4732.05,4732.899,4739.271399999966,4755.223249783691,4723.319550216241,4739.271399999966,4755.223249783691,4723.319550216241,4735.981002068735
2026-04-23T06:30:00+08:00,4732.91,4735.28,4724.94,4726.09,4738.062399999965,4754.161182821815,4721.963617178116,4738.062399999965,4754.161182821815,4721.963617178116,4731.035501034367
2026-04-23T07:00:00+08:00,4725.92,4729.989,4722.96,4728.081,4736.812349999966,4751.903019324941,4721.72168067499,4736.812349999966,4751.903019324941,4721.72168067499,4729.558250517184
2026-04-23T07:30:00+08:00,4728.19,4729.503,4723.17,4727.7,4735.984349999965,4751.166558374102,4720.802141625828,4735.984349999965,4751.166558374102,4720.802141625828,4728.6291252585925
2026-04-23T08:00:00+08:00,4727.11,4742.59,4693.638,4741.37,4735.571349999966,4749.656003615986,4721.486696383945,4735.571349999966,4749.656003615986,4721.486696383945,4734.999562629297
2026-04-23T08:30:00+08:00,4741.439,4753.819,4740.84,4748.14,4735.328349999965,4748.327730597239,4722.328969402692,4735.328349999965,4748.327730597239,4722.328969402692,4741.569781314649
2026-04-23T09:00:00+08:00,4747.825,4749.93,4726.59,4728.19,4734.546849999965,4747.28696424974,4721.8067357501905,4734.546849999965,4747.28696424974,4721.8067357501905,4734.879890657325
2026-04-23T09:30:00+08:00,4728.015,4736.86,4722.05,4723.115,4733.907949999965,4747.562720344842,4720.253179655088,4733.907949999965,4747.562720344842,4720.253179655088,4728.997445328662
2026-04-23T10:00:00+08:00,4723.172,4724.73,4704.32,4713.35,4732.821849999966,4749.131024089408,4716.512675910523,4732.821849999966,4749.131024089408,4716.512675910523,4721.173722664331
2026-04-23T10:30:00+08:00,4713.72,4715.76,4697.73,4698.38,4731.364349999965,4753.480846229906,4709.247853770024,4731.364349999965,4753.480846229906,4709.247853770024,4709.776861332166
